Date,Franklin India Corporate Debt Fund - Direct - GROWTH,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,Sundaram Corporate Bond Fund Direct Plan - Growth,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,Invesco India Corporate Bond Fund - Direct Plan - Growth,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,HDFC Corporate Bond Fund - Growth Option - Direct Plan,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,Kotak Corporate Bond Fund- Direct Plan- Growth Option,BANDHAN Corporate Bond Fund - Direct Growth,PGIM India Corporate Bond Fund - Direct Plan - Growth,Axis Corporate Bond Fund - Direct Plan Growth,Union Corporate Bond Fund - Direct Plan - Growth Option,UTI Corporate Bond Fund - Direct Plan - Growth Option,DSP Corporate Bond Fund - Direct - Growth,SBI Corporate Bond Fund - Direct Plan - Growth,Mirae Asset Corporate Bond Fund Direct Growth Plan,Tata Corporate Bond Fund-Direct Plan-Growth,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,HSBC Corporate Bond Fund - Direct Growth,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH
2021-02-15,80.9626,46.4993,31.7425,86.065,2595.1615,23.3444,25.0227,17.9607,2963.0352,15.1602,36.2267,13.4705,12.0313,12.7199,12.7133,12.1489,,,,,
2021-02-16,81.0022,46.5173,31.7626,86.1054,2596.6863,23.3508,25.0372,17.9711,2964.7774,15.1656,36.2495,13.4771,12.0447,12.7254,12.7214,12.1552,,,,,
2021-02-17,81.0196,46.5305,31.7689,86.0767,2596.5632,23.352,25.0185,17.9699,2964.2063,15.1639,36.2508,13.4745,12.0458,12.7241,12.7233,12.1521,,,,,
2021-02-18,81.019,46.5383,31.7698,86.069,2596.3857,23.3503,25.0008,17.9669,2963.4221,15.1565,36.2432,13.474,12.0438,12.7219,12.7278,12.1488,,,,,
2021-02-22,80.9336,46.5253,31.7454,85.983,2593.9702,23.3407,24.9568,17.9357,2960.8408,15.132,36.2303,13.4647,12.0193,12.7076,12.7291,12.1353,,,,,
2021-02-23,80.8887,46.5142,31.713,85.9572,2592.2198,23.336,24.9451,17.9285,2959.5321,15.1251,36.2197,13.4674,12.0056,12.7013,12.727,12.1312,,,,,
2021-02-24,80.9037,46.5291,31.721,85.9755,2593.0611,23.3423,24.9573,17.929,2959.1933,15.1273,36.2226,13.469,12.0,12.7011,12.7318,12.1299,,,,,
2021-02-25,80.9329,46.5434,31.73,85.988,2593.8179,23.3414,24.9632,17.926,2961.5528,15.1326,36.2294,13.4752,12.018,12.7035,12.7346,12.1345,,,,,
2021-02-26,80.9025,46.5466,31.7169,85.9379,2592.5663,23.3336,24.9438,17.9154,2961.3372,15.1174,36.2281,13.4723,12.0122,12.6977,12.7342,12.1291,,,,,
2021-03-01,80.9524,46.5718,31.7383,85.9952,2594.2321,23.3454,24.9605,17.9238,2961.6229,15.1283,36.2467,13.4769,12.0174,12.7036,12.7389,12.1357,,,,,
2021-03-02,80.9968,46.5958,31.7486,86.0221,2595.3639,23.3544,24.971,17.9371,2963.5405,15.1401,36.2599,13.4839,12.0298,12.7111,12.74,12.1425,,,,,
2021-03-03,81.0354,46.6036,31.7596,86.049,2596.2489,23.3594,24.9824,17.9419,2964.1454,15.1459,36.2713,13.4878,12.0264,12.7147,12.7424,12.1431,,,,,
2021-03-04,81.0468,46.6052,31.767,86.0574,2596.8248,23.3586,24.9887,17.9461,2964.3806,15.1462,36.2712,13.487,12.0263,12.7169,12.742,12.1458,,,,,
2021-03-05,81.0324,46.6098,31.7784,86.0393,2596.7115,23.3502,24.9715,17.9404,2963.5447,15.1458,36.2661,13.4838,12.0241,12.7173,12.7408,12.1434,,,,,
2021-03-08,81.0495,46.6351,31.7974,86.0656,2597.5868,23.3556,24.9769,17.9508,2964.3192,15.1508,36.2708,13.4896,12.0287,12.7222,12.7431,12.1457,,,,,
2021-03-09,81.053,46.6471,31.7959,86.0492,2597.4709,23.3539,24.9741,17.949,2964.9335,15.1501,36.2788,13.4918,12.0297,12.7216,12.744,12.1456,,,,,
2021-03-10,81.0674,46.6483,31.8072,86.059,2597.8254,23.3502,24.9714,17.9511,2964.6555,15.1525,36.2813,13.491,12.029,12.7229,12.7444,12.1453,,,,,
2021-03-12,81.0481,46.6493,31.804,86.0514,2597.5635,23.3268,24.9581,17.9501,2963.8822,15.1521,36.2665,13.4922,12.027,12.7219,12.7433,12.1439,,,,,
2021-03-15,81.0236,46.5466,31.77,86.0032,2594.1571,23.3178,24.9182,17.9363,2957.9586,15.1325,36.2405,13.47,11.9913,12.7104,12.7433,12.1165,,,,,
2021-03-16,81.0444,46.5353,31.782,86.0055,2594.5502,23.3309,24.9166,17.9422,2957.3853,15.137,36.2379,13.4668,11.9877,12.7139,12.7428,12.1123,,,,,
2021-03-17,81.0712,46.5399,31.7955,86.032,2595.3325,23.3424,24.9248,17.9463,2957.5402,15.1383,36.2493,13.4655,11.9914,12.7162,12.7456,12.116,,,,,
2021-03-18,81.075,46.5909,31.8028,86.0683,2596.4307,23.3467,24.937,17.943,2958.7094,15.1455,36.2554,13.4748,11.9965,12.7156,12.7477,12.1211,10.0072,,,,
2021-03-19,81.1795,46.6442,31.8492,86.2021,2600.033,23.3727,24.9837,17.9745,2963.6228,15.1812,36.2801,13.4922,12.0205,12.734,12.7549,12.1419,10.0121,,,,
2021-03-22,81.2611,46.6828,31.8771,86.3211,2602.592,23.4038,25.0277,17.9968,2967.1511,15.2025,36.3021,13.5027,12.0352,12.7475,12.7639,12.1543,10.0179,,,,
2021-03-23,81.4183,46.7567,31.9521,86.4768,2607.5493,23.4413,25.0836,18.0354,2973.957,15.2391,36.3664,13.5281,12.0714,12.775,12.773,12.1821,10.0295,,,,
2021-03-24,81.5193,46.7719,31.9561,86.5241,2608.169,23.4609,25.1152,18.0413,2976.1157,15.2408,36.3851,13.5324,12.0734,12.7774,12.7765,12.1856,10.0321,,,,
2021-03-25,81.5519,46.7933,31.9675,86.5518,2608.9154,23.4696,25.1304,18.0446,2978.3221,15.2415,36.3914,13.5385,12.0804,12.7811,12.7803,12.1885,10.0332,,,,
2021-03-26,81.6001,46.8059,31.9706,86.5974,2609.7789,23.4767,25.1508,18.0494,2978.9103,15.2481,36.4171,13.545,12.0913,12.7832,12.7835,12.1945,10.0377,,,,
2021-03-30,81.6704,46.8537,31.9994,86.6669,2612.5493,23.4989,25.1681,18.0654,2982.7204,15.2619,36.4442,13.5588,12.1044,12.7954,12.7924,12.2075,10.0412,,,,
2021-03-31,81.7021,46.8907,32.0226,86.7325,2614.8812,23.5067,25.1835,18.0835,2984.6289,15.2677,36.4536,13.5664,12.1118,12.8062,12.8007,12.2142,10.0415,,,,
2021-04-05,81.817,46.9635,32.0741,86.9182,2619.305,23.5338,25.2283,18.1131,2987.8873,15.311,36.5254,13.5894,12.1367,12.8275,12.8077,12.2347,10.058,,,,
2021-04-06,81.9088,46.9932,32.1178,87.0101,2621.6641,23.5525,25.2539,18.1307,2990.6388,15.3277,36.5696,13.5986,12.1551,12.841,12.8142,12.247,10.0674,,,,
2021-04-07,81.8491,46.9811,32.0679,86.9772,2619.0045,23.5632,25.2594,18.1233,2992.7318,15.3147,36.5386,13.5937,12.1453,12.8284,12.8072,12.2428,10.0606,,,,
2021-04-08,81.8356,46.9901,32.0894,86.9958,2619.2135,23.5673,25.2634,18.1241,2993.0588,15.3122,36.5501,13.5949,12.1396,12.8302,12.8078,12.2421,10.0613,,,,
2021-04-09,81.8848,47.0039,32.1111,87.0236,2620.4611,23.5593,25.2724,18.1363,2993.2847,15.3208,36.5699,13.5992,12.1474,12.8374,12.8096,12.2493,10.0661,,,,
2021-04-12,81.9024,47.0203,32.1109,87.063,2621.1093,23.5602,25.2809,18.1424,2993.7736,15.3245,36.5902,13.6045,12.1496,12.8405,12.8142,12.2526,10.0668,,,,
2021-04-15,81.8746,47.027,32.1022,87.028,2620.0848,23.55,25.2534,18.1312,2990.4826,15.315,36.5788,13.6055,12.1388,12.8386,12.8161,12.2421,10.0631,,,,
2021-04-16,81.8538,47.0104,32.0798,86.9737,2618.8125,23.5485,25.239,18.1276,2990.5178,15.3097,36.5672,13.5984,12.1356,12.8331,12.817,12.2394,10.0606,,,,
2021-04-19,81.9241,47.0424,32.1158,87.0601,2621.8113,23.5626,25.2581,18.1431,2992.3997,15.3295,36.6004,13.6098,12.1482,12.8435,12.8248,12.2499,10.0689,,,,
2021-04-20,81.9444,47.0706,32.1221,87.0787,2622.1781,23.5695,25.2636,18.1491,2992.6433,15.3308,36.6031,13.6151,12.1513,12.8472,12.8283,12.2532,10.0719,,,,
2021-04-22,81.9912,47.1013,32.1442,87.1442,2624.2856,23.5816,25.2768,18.1549,2993.3252,15.3451,36.6296,13.6229,12.1603,12.8542,12.8331,12.2602,10.0772,,,,
2021-04-23,82.0486,47.1176,32.1742,87.1951,2626.5449,23.5827,25.2857,18.1682,2994.0243,15.3613,36.6598,13.6322,12.1713,12.8624,12.838,12.2674,10.084,,,,
2021-04-26,82.1418,47.165,32.2046,87.2945,2629.8951,23.6007,25.325,18.1899,2997.6457,15.3851,36.7108,13.65,12.188,12.8767,12.8445,12.2814,10.0973,,,,
2021-04-27,82.1836,47.2002,32.2275,87.3273,2631.1153,23.6163,25.3485,18.1971,3001.0407,15.3944,36.733,13.6595,12.2047,12.8817,12.8468,12.294,10.1019,,,,
2021-04-28,82.2191,47.2119,32.2489,87.357,2632.652,23.6249,25.3631,18.2088,3002.0028,15.4003,36.7641,13.6584,12.2108,12.8904,12.8516,12.298,10.1096,,,,
2021-04-29,82.2223,47.2304,32.2486,87.3731,2633.083,23.6268,25.3688,18.2074,3002.0994,15.4015,36.764,13.665,12.2144,12.8915,12.8552,12.3008,10.1098,,,,
2021-04-30,82.2653,47.2582,32.2623,87.4396,2634.8148,23.6389,25.3835,18.2132,3004.3772,15.4098,36.7949,13.6725,12.2164,12.8984,12.8565,12.3065,10.1199,,,,
2021-05-03,82.3245,47.2872,32.2767,87.5027,2636.1712,23.6478,25.3992,18.2231,3006.3236,15.4211,36.8189,13.6817,12.2244,12.9042,12.8615,12.3143,10.1216,,,,
2021-05-04,82.3399,47.2928,32.2891,87.499,2636.4082,23.6491,25.4012,18.2281,3006.0452,15.4224,36.8188,13.6809,12.2255,12.9059,12.8627,12.3145,10.1213,,,,
2021-05-05,82.3685,47.303,32.2956,87.5379,2637.2467,23.6571,25.4171,18.2354,3007.3107,15.4321,36.836,13.6881,12.2354,12.9112,12.8644,12.3193,10.1232,,,,
2021-05-06,82.3934,47.2989,32.3071,87.5904,2638.0997,23.6631,25.417,18.2422,3006.6668,15.4398,36.8693,13.6906,12.2375,12.9164,12.8657,12.3182,10.1323,,,,
2021-05-07,82.4027,47.3023,32.3108,87.6108,2638.5534,23.6621,25.4207,18.2479,3007.5055,15.4473,36.8763,13.6949,12.2402,12.9204,12.8652,12.3221,10.1333,,,,
2021-05-10,82.4096,47.3338,32.328,87.6491,2639.2986,23.6699,25.4235,18.2546,3008.2656,15.4545,36.8868,13.7034,12.2424,12.9254,12.8688,12.3249,10.1341,,,,
2021-05-11,82.4287,47.3656,32.3303,87.6848,2639.9618,23.6818,25.448,18.2591,3010.9911,15.4552,36.9017,13.7099,12.2508,12.9276,12.8709,12.3352,10.1351,,,,
2021-05-12,82.4364,47.3649,32.3347,87.6988,2640.1053,23.6856,25.4469,18.2585,3011.0849,15.4581,36.8948,13.7075,12.2517,12.9292,12.8683,12.3328,10.1376,,,,
2021-05-14,82.4406,47.3738,32.3352,87.6881,2640.1392,23.6901,25.4534,18.2593,3011.8385,15.4548,36.8948,13.7087,12.2511,12.928,12.8715,12.3343,10.1376,,,,
2021-05-17,82.4647,47.3874,32.3403,87.7069,2640.6678,23.7026,25.4676,18.268,3012.7715,15.4607,36.9028,13.7123,12.2542,12.9302,12.8736,12.3352,10.1398,,,,
2021-05-18,82.4951,47.4126,32.3606,87.7551,2642.0239,23.7137,25.4697,18.2746,3013.8779,15.471,36.9292,13.7153,12.2618,12.9383,12.8755,12.3398,10.1476,,,,
2021-05-19,82.5099,47.4347,32.3667,87.7726,2642.1947,23.7216,25.4993,18.2762,3015.4381,15.474,36.9332,13.7208,12.2722,12.9393,12.8758,12.3491,10.1485,,,,
2021-05-20,82.5326,47.4348,32.3718,87.8051,2642.9704,23.7258,25.4958,18.282,3015.7528,15.4818,36.9445,13.7222,12.2726,12.9441,12.877,12.3475,10.154,,,,
2021-05-21,82.5485,47.4537,32.3835,87.8301,2644.1033,23.735,25.5084,18.287,3016.6703,15.4887,36.9787,13.7274,12.2741,12.9477,12.8804,12.3515,10.1576,,,,
2021-05-24,82.582,47.4716,32.3989,87.8612,2645.1523,23.7461,25.5214,18.2958,3018.0312,15.4979,36.9967,13.7339,12.2828,12.9535,12.8841,12.3567,10.1635,,,,
2021-05-25,82.6296,47.5093,32.4069,87.9032,2646.3064,23.7549,25.5447,18.2991,3019.6106,15.5072,37.016,13.7425,12.2906,12.957,12.8862,12.3616,10.1666,,,,
2021-05-27,82.6332,47.5247,32.4141,87.9218,2646.751,23.753,25.5451,18.3071,3019.439,15.5084,37.0178,13.7433,12.2924,12.9601,12.8864,12.3648,10.1668,,,,
2021-05-28,82.6255,47.5257,32.4163,87.9296,2646.6423,23.7508,25.5383,18.3049,3019.7041,15.5084,37.02,13.7424,12.2891,12.96,12.8863,12.3641,10.1643,,,,
2021-05-31,82.6359,47.5376,32.414,87.9159,2646.0019,23.748,25.5406,18.3022,3019.2968,15.5016,37.0133,13.7429,12.2869,12.9572,12.8905,12.3653,10.1615,,,,
2021-06-01,82.6201,47.5331,32.4026,87.913,2645.7616,23.7488,25.5382,18.3036,3018.4631,15.4984,37.0192,13.7425,12.2836,12.9562,12.8913,12.3624,10.1614,,,,
2021-06-02,82.6117,47.5325,32.3948,87.9187,2645.6573,23.7498,25.542,18.3008,3018.667,15.4984,37.0234,13.7413,12.2844,12.9549,12.8907,12.3635,10.1618,,,,
2021-06-03,82.6346,47.5486,32.4072,87.9629,2646.9626,23.7595,25.5603,18.3078,3020.2203,15.5078,37.0259,13.7489,12.289,12.9591,12.8929,12.3696,10.1651,,,,
2021-06-04,82.6536,47.5665,32.4348,87.9912,2648.1759,23.7655,25.5676,18.309,3021.4127,15.5127,37.0442,13.7522,12.2881,12.9655,12.8945,12.3723,10.1684,,,,
2021-06-07,82.7241,47.6001,32.4571,88.0614,2650.5645,23.7844,25.5896,18.3211,3023.9291,15.5283,37.0795,13.7635,12.2997,12.9755,12.9002,12.382,10.1763,,,,
2021-06-08,82.7513,47.5986,32.4731,88.0955,2651.5998,23.7917,25.5943,18.3262,3024.3174,15.537,37.1011,13.7685,12.3026,12.9816,12.9021,12.3823,10.1791,,,,
2021-06-09,82.7821,47.6483,32.4953,88.157,2653.413,23.8064,25.6228,18.3332,3026.7799,15.5417,37.1214,13.7784,12.3125,12.9891,12.9068,12.3938,10.1831,,,,
2021-06-10,82.8301,47.6544,32.5168,88.1958,2655.1913,23.8178,25.6252,18.3433,3027.8097,15.5566,37.1509,13.7827,12.3221,12.9991,12.9091,12.3964,10.1947,,,,
2021-06-11,82.8631,47.6763,32.5245,88.2339,2656.2264,23.8323,25.6382,18.3527,3029.5513,15.5663,37.1701,13.7905,12.3282,13.006,12.9101,12.4016,10.1998,,,,
2021-06-14,82.892,47.6992,32.5338,88.2652,2657.189,23.8389,25.6494,18.3598,3030.1786,15.5675,37.1864,13.7946,12.3319,13.0108,12.9147,12.4059,10.2035,,,,
2021-06-15,82.8199,47.6821,32.5055,88.206,2653.993,23.8272,25.6233,18.3428,3028.2214,15.5421,37.1459,13.7828,12.3157,12.9979,12.9134,12.395,10.1903,,,,
2021-06-16,82.7316,47.645,32.4725,88.1069,2650.562,23.8107,25.5829,18.3185,3025.8422,15.518,37.0904,13.7652,12.2931,12.9799,12.9112,12.3795,10.1747,,,,
2021-06-17,82.7126,47.6362,32.4565,88.0892,2649.9194,23.8052,25.5723,18.3148,3025.9285,15.5161,37.0818,13.7647,12.2902,12.9767,12.9082,12.3762,10.1714,,,,
2021-06-18,82.7429,47.6384,32.4598,88.1092,2650.761,23.8172,25.5828,18.3209,3026.527,15.5228,37.0931,13.7691,12.2947,12.9787,12.9106,12.3799,10.1742,,,,
2021-06-21,82.7688,47.6604,32.4804,88.1459,2651.5992,23.8308,25.5955,18.3283,3028.2294,15.5236,37.1298,13.7736,12.299,12.985,12.9158,12.3846,10.1784,,,,
2021-06-22,82.7457,47.649,32.4572,88.1148,2649.6376,23.8324,25.586,18.3187,3027.7416,15.51,37.1068,13.7683,12.2841,12.9736,12.9169,12.3772,10.1708,,,,
2021-06-23,82.7426,47.6506,32.4636,88.1173,2649.8459,23.8291,25.5851,18.3198,3026.9913,15.5074,37.1226,13.7671,12.2824,12.9757,12.9191,12.3794,10.1727,,,,
2021-06-24,82.7512,47.6599,32.4668,88.1441,2650.2903,23.8367,25.5908,18.3213,3027.4491,15.5111,37.1275,13.7704,12.2846,12.9776,12.9193,12.3816,10.175,,,,
2021-06-25,82.7241,47.646,32.4496,88.1093,2648.4296,23.8347,25.5818,18.3176,3027.214,15.4963,37.1106,13.7659,12.2741,12.9708,12.9213,12.3756,10.1675,,,,
2021-06-28,82.7045,47.6448,32.4385,88.0873,2647.3169,23.8284,25.576,18.3146,3026.7455,15.4892,37.1063,13.7617,12.2689,12.9647,12.9223,12.3726,10.1639,,,,
2021-06-29,82.7122,47.6356,32.4356,88.0825,2647.7682,23.8208,25.5744,18.3173,3025.7563,15.4984,37.0975,13.764,12.2731,12.9651,12.9237,12.3739,10.1665,,,,
2021-06-30,82.6951,47.6342,32.4313,88.0832,2646.4135,23.824,25.5648,18.3138,3026.0117,15.4874,37.0807,13.7617,12.2654,12.964,12.9252,12.3716,10.1649,,,,
2021-07-01,82.7024,47.6582,32.4475,88.1126,2647.3973,23.8251,25.5722,18.3149,3026.5572,15.4951,37.0932,13.7648,12.269,12.9642,12.9241,12.3738,10.1683,,,,
2021-07-02,82.7081,47.6472,32.4394,88.092,2646.8583,23.8265,25.5703,18.3155,3026.6976,15.4929,37.0898,13.7632,12.2626,12.9642,12.9264,12.3697,10.1679,,,,
2021-07-05,82.7776,47.6894,32.474,88.1489,2649.061,23.8375,25.5848,18.3296,3028.5621,15.5039,37.1218,13.7703,12.2705,12.9764,12.9323,12.3774,10.1772,,,,
2021-07-06,82.7223,47.6735,32.4615,88.0659,2646.9303,23.8154,25.5644,18.321,3026.9853,15.4825,37.1093,13.7628,12.2599,12.9683,12.935,12.3707,10.1635,,,,
2021-07-07,82.7843,47.6968,32.4821,88.1164,2648.7416,23.8199,25.5804,18.3297,3027.907,15.5006,37.1242,13.771,12.2682,12.9775,12.939,12.3774,10.1716,,,,
2021-07-08,82.8936,47.7437,32.5321,88.2168,2652.8476,23.835,25.6168,18.3535,3029.633,15.5279,37.1616,13.784,12.2882,12.9944,12.9434,12.3918,10.1898,,,,
2021-07-09,82.9133,47.7552,32.5439,88.246,2653.1319,23.8405,25.6221,18.3541,3030.8705,15.5289,37.1666,13.7856,12.2881,12.9953,12.9443,12.3932,10.1886,,,,
2021-07-12,82.9097,47.7479,32.5356,88.2277,2652.5536,23.832,25.5963,18.3526,3029.8964,15.5205,37.1733,13.7856,12.2814,12.9945,12.9488,12.3896,10.1889,,,,
2021-07-13,82.9751,47.7903,32.5785,88.3033,2655.632,23.8433,25.6226,18.3677,3031.658,15.5402,37.2036,13.7945,12.298,13.006,12.9512,12.4002,10.2011,,,,
2021-07-14,82.9868,47.8002,32.5734,88.3208,2655.971,23.8424,25.6297,18.3687,3032.3585,15.5471,37.2023,13.7972,12.3021,13.0092,12.9536,12.403,10.2032,,,,
2021-07-15,83.0263,47.8347,32.6071,88.3965,2657.7549,23.8459,25.6456,18.3785,3033.8439,15.5587,37.2205,13.8045,12.3106,13.0192,12.9553,12.4093,10.211,,,,
2021-07-16,83.0825,47.8822,32.6325,88.4633,2660.2215,23.8593,25.6747,18.3926,3037.393,15.5793,37.2333,13.814,12.3283,13.0319,12.9596,12.422,10.2228,,,,
2021-07-19,83.1032,47.9029,32.6311,88.5124,2661.0608,23.8687,25.6891,18.3965,3038.6948,15.5858,37.2539,13.8205,12.3307,13.0319,12.9626,12.4262,10.2235,,,,
2021-07-20,83.137,47.9301,32.6455,88.5577,2663.0427,23.8836,25.6957,18.4085,3040.1178,15.6009,37.2698,13.8272,12.3411,13.0427,12.966,12.4327,10.2309,,,,
2021-07-22,83.124,47.9378,32.6452,88.5583,2662.4359,23.8813,25.6972,18.4074,3040.2378,15.5969,37.2663,13.8266,12.3363,13.0414,12.9676,12.4321,10.2298,,,,
2021-07-23,83.1333,47.947,32.6552,88.572,2662.9638,23.8839,25.7024,18.4071,3040.1353,15.5985,37.2751,13.8287,12.3373,13.0436,12.969,12.4327,10.2279,,,,
2021-07-26,83.1908,47.9889,32.6734,88.619,2664.4805,23.897,25.7194,18.4164,3041.7218,15.6071,37.2955,13.8358,12.3479,13.0517,12.9735,12.4416,10.2311,,,,
2021-07-27,83.2258,48.011,32.6892,88.6441,2665.4302,23.9076,25.7344,18.422,3043.2262,15.6116,37.3055,13.8392,12.3507,13.0557,12.9739,12.4452,10.2355,,,,
2021-07-28,83.2325,48.0204,32.6935,88.6617,2665.6849,23.91,25.7358,18.4247,3043.682,15.6125,37.3156,13.8404,12.3532,13.0591,12.976,12.447,10.2362,,,,
2021-07-29,83.2303,48.0247,32.698,88.6717,2666.0196,23.9111,25.7346,18.4295,3044.3523,15.6157,37.3222,13.8401,12.3537,13.0604,12.9771,12.4478,10.2367,,,,
2021-07-30,83.246,48.0294,32.7021,88.675,2666.5751,23.9138,25.732,18.4315,3044.0355,15.6182,37.3271,13.8412,12.3564,13.0615,12.9787,12.4496,10.2421,,,,
2021-08-02,83.294,48.0496,32.7124,88.7139,2668.1783,23.9297,25.7497,18.4394,3046.365,15.628,37.3462,13.8504,12.3614,13.0678,12.9823,12.4554,10.2457,,,,
2021-08-03,83.3123,48.0619,32.7221,88.7394,2668.8698,23.9372,25.7561,18.4438,3046.7368,15.6324,37.3567,13.8526,12.3638,13.0713,12.9824,12.4583,10.2491,,,,
2021-08-04,83.352,48.0655,32.7343,88.7563,2670.1362,23.9456,25.7605,18.4484,3047.7031,15.6427,37.3726,13.8557,12.3677,13.0764,12.9837,12.4613,10.2545,,,,
2021-08-05,83.3695,48.0849,32.7375,88.7906,2671.0505,23.9486,25.7729,18.4525,3048.2838,15.6512,37.3839,13.8589,12.3748,13.0811,12.9851,12.4664,10.2577,,,,
2021-08-06,83.2769,48.0492,32.7121,88.7132,2668.0546,23.9273,25.7431,18.4396,3046.7268,15.6322,37.3641,13.8484,12.3592,13.071,12.9842,12.4574,10.2466,,,,
2021-08-09,83.312,48.0752,32.7179,88.7559,2668.9866,23.9413,25.7613,18.444,3048.5687,15.6381,37.3806,13.8557,12.3607,13.0748,12.9894,12.4628,10.2493,,,,
2021-08-10,83.3339,48.0995,32.7379,88.7981,2670.5347,23.9512,25.7712,18.453,3049.6612,15.6452,37.4007,13.8623,12.3693,13.0831,12.9929,12.4702,10.2555,,,,
2021-08-11,83.3439,48.1072,32.7475,88.8152,2671.021,23.9455,25.7702,18.4575,3050.028,15.6492,37.4088,13.865,12.3703,13.0863,12.9939,12.4707,10.2568,,,,
2021-08-12,83.3792,48.1306,32.7622,88.8517,2672.4556,23.9539,25.7836,18.4661,3051.2795,15.6628,37.42,13.8709,12.3783,13.0915,12.9955,12.4754,10.2646,,,,
2021-08-13,83.4448,48.1676,32.7971,88.9202,2674.9778,23.9705,25.7985,18.4789,3053.8124,15.6763,37.437,13.8797,12.3895,13.1038,12.9992,12.4856,10.2752,,,,
2021-08-17,83.5116,48.2073,32.8256,88.9972,2677.3547,23.9898,25.8245,18.4967,3056.3377,15.6918,37.472,13.8904,12.4037,13.1163,13.0074,12.4958,10.2855,,,,
2021-08-18,83.5691,48.237,32.8425,89.049,2679.5289,24.0022,25.8501,18.5073,3059.2352,15.7135,37.4997,13.9003,12.4151,13.1259,13.0107,12.5049,10.2876,,,,
2021-08-20,83.6106,48.2577,32.8529,89.0899,2680.5046,24.0135,25.8622,18.5125,3060.2357,15.7181,37.5027,13.906,12.423,13.13,13.0152,12.5086,10.2919,,,,
2021-08-23,83.626,48.2755,32.8514,89.1243,2680.9883,24.0286,25.8761,18.5159,3061.7888,15.7201,37.5168,13.9096,12.4252,13.1335,13.018,12.5119,10.2935,,,,
2021-08-24,83.6261,48.2786,32.852,89.1301,2681.0897,24.0367,25.8817,18.5183,3062.1361,15.717,37.5266,13.9112,12.4252,13.1345,13.0189,12.5125,10.2932,,,,
2021-08-25,83.6562,48.2854,32.8566,89.1354,2681.4377,24.038,25.8882,18.5183,3062.2319,15.7204,37.5324,13.9126,12.4272,13.1329,13.0202,12.5133,10.2929,,,,
2021-08-26,83.656,48.2873,32.8508,89.1379,2681.6068,24.0412,25.883,18.5211,3062.1512,15.7228,37.5178,13.9121,12.4273,13.134,13.0217,12.5142,10.2951,,,,
2021-08-27,83.6656,48.2929,32.8482,89.1526,2681.6168,24.0552,25.89,18.5238,3063.3312,15.7229,37.5529,13.9158,12.4279,13.1368,13.0243,12.5166,10.2972,,,,
2021-08-30,83.7475,48.3286,32.8733,89.2237,2683.7277,24.0788,25.9191,18.5367,3065.4623,15.7379,37.5845,13.9265,12.4379,13.1467,13.0288,12.5274,10.3056,,,,
2021-08-31,83.7768,48.3461,32.8835,89.2573,2685.1342,24.0888,25.9256,18.5455,3066.5005,15.7497,37.5995,13.93,12.443,13.1544,13.03,12.5323,10.3108,,,,
2021-09-01,83.8388,48.3638,32.9046,89.3212,2687.2163,24.1032,25.9413,18.5589,3068.7033,15.762,37.6279,13.94,12.4501,13.1634,13.0327,12.5378,10.3207,,,,
2021-09-02,83.8847,48.3886,32.9087,89.3601,2688.7768,24.1222,25.9642,18.5633,3070.6778,15.7751,37.6496,13.9456,12.4584,13.1686,13.0322,12.5439,10.3244,,,,
2021-09-03,83.9106,48.3968,32.9055,89.3755,2689.1966,24.1331,25.9726,18.5652,3071.064,15.7782,37.6702,13.9501,12.4606,13.1703,13.0353,12.5449,10.3257,,,,
2021-09-06,83.9451,48.4182,32.9163,89.4124,2690.0663,24.1506,25.9761,18.5735,3071.6614,15.7845,37.6813,13.956,12.4655,13.1767,13.0383,12.5483,10.3297,,,,
2021-09-07,83.9176,48.4187,32.9091,89.4031,2689.3467,24.1482,25.9741,18.5685,3071.7705,15.7769,37.6455,13.9543,12.4603,13.1747,13.039,12.5466,10.3279,,,,
2021-09-08,83.9205,48.4254,32.9086,89.4026,2689.4182,24.1526,25.9889,18.5671,3072.0243,15.7745,37.6473,13.9549,12.4567,13.1709,13.0402,12.5478,10.326,,,,
2021-09-09,83.9378,48.4346,32.9125,89.4104,2689.9117,24.16,25.9905,18.5663,3072.7121,15.7766,37.6695,13.9597,12.4591,13.1719,13.042,12.55,10.3273,,,,
2021-09-13,83.9653,48.4551,32.9243,89.4421,2690.8344,24.1664,26.0089,18.5713,3073.8558,15.7824,37.6767,13.9637,12.4641,13.1766,13.0468,12.5542,10.3296,,,,
2021-09-14,83.9701,48.4618,32.9287,89.4476,2691.0225,24.1789,26.0157,18.5695,3074.4892,15.781,37.6863,13.9661,12.465,13.1772,13.0474,12.5546,10.3306,,,,
2021-09-15,84.0044,48.468,32.9353,89.4693,2692.1283,24.1919,26.0301,18.5771,3075.5465,15.7894,37.7034,13.9702,12.4698,13.1799,13.0484,12.5579,10.3337,,,,
